dataset,model,attack,attack_auc,tpr_at_fpr_01,tpr_at_fpr_0,tnr_at_fnr_01,tnr_at_fnr_0
us_stocks_financial,lightgbm,rmia_online,0.69452,0.0031572556162720094,0.0015786278081360047,0.10224650880388583,0.09726775956284153
us_stocks_financial,mlp,lira,0.5141199999999999,0.0,0.0,0.0,0.0
us_stocks_financial,mlp,lira_online,0.51594,0.0014571948998178506,0.0006071645415907711,0.005950212507589559,0.004857316332726147
us_stocks_financial,mlp,rmia,0.5264882627757999,0.0017000607164541,0.0007285974499089,0.0163934426229508,0.014207650273224
us_stocks_financial,mlp,rmia_online,0.5346,0.0030358227079538553,0.0018214936247723135,0.020886460230722537,0.0172434729811779
us_stocks_financial,real-tabpfn,lira,0.64516,0.0,0.0,0.0,0.0
us_stocks_financial,real-tabpfn,lira_online,0.67882,0.009714632665452336,0.0031572556162720094,0.019914996964177267,0.01772920461445051
us_stocks_financial,real-tabpfn,rmia,0.7107557336866464,0.0030358227079538,0.0007285974499089,0.0085003035822707,0.0065573770491803
us_stocks_financial,real-tabpfn,rmia_online,0.7538400000000001,0.0069216757741347905,0.0013357619914996966,0.019793564055859147,0.012871888281724342
us_stocks_financial,rf,lira,0.6037600000000001,0.0,0.0,0.0,0.0
us_stocks_financial,rf,lira_online,0.58694,0.0012143290831815423,0.0008500303582270795,0.0029143897996357195,0.0012143290831815533
us_stocks_financial,rf,rmia,0.6736207466686132,0.0018214936247723,0.0013357619914996,0.0246508803885852,0.0174863387978142
us_stocks_financial,rf,rmia_online,0.6906399999999999,0.016636308439587126,0.011293260473588343,0.024650880388585317,0.01991499696417729
us_stocks_financial,tabdpt,lira,0.67078,0.0,0.0,0.0,0.0
us_stocks_financial,tabdpt,lira_online,0.76048,0.027686703096539162,0.011414693381906496,0.17753491196114146,0.1581056466302368
us_stocks_financial,tabdpt,rmia,0.7568328129855796,0.003157255616272,0.0013357619914996,0.2004857316332726,0.1829993928354583
us_stocks_financial,tabdpt,rmia_online,0.7584799999999999,0.00922890103217972,0.004978749241044323,0.20388585306618096,0.18506375227686703
us_stocks_financial,tabicl,lira,0.77414,0.0,0.0,0.0,0.0
us_stocks_financial,tabicl,lira_online,0.86736,0.051244687310261085,0.02465088038858531,0.06168791742562234,0.049180327868852444
us_stocks_financial,tabicl,rmia,0.8378363044581804,0.0014571948998178,0.0003642987249544,0.028415300546448,0.0058287795992714
us_stocks_financial,tabicl,rmia_online,0.8819000000000001,0.0026715239829993927,0.0015786278081360051,0.09836065573770492,0.062173649058894956
us_stocks_financial,tabnet,lira,0.51022,0.0,0.0,0.0,0.0
us_stocks_financial,tabnet,lira_online,0.5046999999999999,0.0009714632665452337,0.0004857316332726169,0.002671523982999369,0.0015786278081360017
us_stocks_financial,tabnet,rmia,0.5201561301315449,0.000850030358227,0.0001214329083181,0.0060716454159077,0.0029143897996356
us_stocks_financial,tabnet,rmia_online,0.5243,0.001092896174863388,0.00036429872495446266,0.0076502732240437245,0.002671523982999413
us_stocks_financial,tabpfn,lira,0.6016999999999999,0.0,0.0,0.0,0.0
us_stocks_financial,tabpfn,lira_online,0.62474,0.005221615057680632,0.0025500910746812386,0.008014571948998173,0.0060716454159077
us_stocks_financial,tabpfn,rmia,0.6595770345081065,0.0004857316332726,0.0004857316332726,0.0051001821493624,0.0046144505160898
us_stocks_financial,tabpfn,rmia_online,0.7027599999999999,0.0035215543412264725,0.0029143897996357013,0.011536126290224647,0.00947176684881601
