dataset,model,attack,attack_label,fpr,mean_tpr,std_tpr_across_seeds,mean_auc,std_auc_across_seeds,n_seeds
locations,tabpfn,lira,LiRA,0.14250000000000002,0.2633128884694188,0.02178166248117147,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.145,0.2679324128285314,0.022163796910665712,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.1475,0.27255193718764403,0.022545931340159947,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.15,0.27717146154675665,0.022928065769654178,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.1525,0.28179098590586926,0.02331020019914841,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.155,0.2864105102649819,0.023692334628642647,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.1575,0.2910300346240945,0.024074469058136882,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.16,0.29564955898320705,0.02445660348763112,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.1625,0.3002690833423197,0.024838737917125375,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.165,0.30488860770143233,0.025220872346619596,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.1675,0.30950813206054495,0.025603006776113834,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.17,0.3141276564196576,0.025985141205608072,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.17250000000000001,0.3187471807787702,0.02636727563510231,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.17500000000000002,0.3233667051378828,0.026749410064596545,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.1775,0.32798622949699535,0.02713154449409078,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.18,0.3326057538561079,0.027513678923585017,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.1825,0.3372252782152206,0.027895813353079238,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.185,0.3418448025743332,0.02827794778257347,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.1875,0.34646432693344575,0.028660082212067707,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.19,0.3510838512925584,0.029042216641561966,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.1925,0.35570337565167104,0.029424351071056207,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.195,0.36032290001078365,0.02980648550055044,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.1975,0.36494242436989627,0.030188619930044677,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.2,0.3695619487290089,0.030570754359538908,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.2025,0.3741814730881215,0.03095288878903315,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.20500000000000002,0.37880099744723406,0.03133502321852737,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.20750000000000002,0.3834205218063467,0.031717157648021604,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.21,0.3880400461654593,0.032099292077515836,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.2125,0.39265957052457184,0.03248142650701008,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.215,0.3972790948836845,0.03286356093650433,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.2175,0.40189861924279713,0.03324569536599857,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.22,0.40651814360190974,0.03362782979549281,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.2225,0.4111376679610224,0.034009964224987026,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.225,0.4157571923201349,0.034392098654481264,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.2275,0.4203767166792476,0.034774233083975495,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.23,0.4249962410383602,0.03515636751346973,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.2325,0.42961576539747276,0.03553850194296397,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.23500000000000001,0.43423528975658543,0.03592063637245821,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.23750000000000002,0.43885481411569804,0.03630277080195247,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.24,0.44347433847481066,0.036684905231446685,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.2425,0.4480938628339232,0.0370670396609409,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.245,0.45271338719303583,0.03744917409043516,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.2475,0.4573329115521485,0.03783130851992937,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.25,0.4619524359112611,0.03821344294942363,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.2525,0.4665719602703737,0.03859557737891789,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.255,0.4711914846294863,0.0389777118084121,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.2575,0.47581100898859885,0.039359846237906365,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.26,0.4804305333477116,0.039741980667400575,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.2625,0.48505005770682413,0.04012411509689482,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.265,0.48966958206593675,0.04050624952638903,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.2675,0.4942891064250493,0.040888383955883296,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.27,0.49890863078416203,0.04127051838537751,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.2725,0.5035281551432746,0.04165265281487176,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.275,0.5081476795023872,0.04203478724436602,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.2775,0.5127672038614998,0.04241692167386024,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.28,0.5173867282206125,0.042799056103354494,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.28250000000000003,0.5220062525797251,0.0431811905328487,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.28500000000000003,0.5266257769388376,0.04356332496234294,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.28750000000000003,0.5312453012979502,0.04394545939183717,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.29,0.5358648256570628,0.044327593821331425,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.2925,0.5404843500161755,0.04470972825082563,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.295,0.5451038743752881,0.045091862680319894,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.2975,0.5497233987344007,0.04547399710981409,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.3,0.5543429230935133,0.045856131539308356,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.3025,0.5589624474526259,0.04623826596880261,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.305,0.5635819718117385,0.04662040039829682,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.3075,0.568201496170851,0.047002534827791084,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.31,0.5728210205299638,0.047384669257285295,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.3125,0.5774405448890763,0.04776680368677956,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.315,0.582060069248189,0.048148938116273764,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.3175,0.5866795936073016,0.04853107254576802,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.32,0.5912991179664141,0.04891320697526224,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.3225,0.5959186423255268,0.0492953414047565,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.325,0.6005381666846394,0.04967747583425075,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.3275,0.6051576910437519,0.050059610263744975,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.33,0.6097772154028647,0.05044174469323919,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.3325,0.6143967397619772,0.050823879122733416,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.335,0.6190162641210899,0.05120601355222767,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.3375,0.6236357884802025,0.051588147981721885,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.34,0.6282553128393152,0.051970282411216144,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.3425,0.6328748371984277,0.052352416840710354,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.34500000000000003,0.6374943615575404,0.05273455127020462,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.34750000000000003,0.6421138859166529,0.05311668569969883,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.35000000000000003,0.6467334102757656,0.05349882012919309,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.3525,0.6513529346348781,0.05388095455868735,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.355,0.6559724589939907,0.05426308898818156,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.3575,0.6605919833531033,0.05464522341767582,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.36,0.6652115077122158,0.055027357847170034,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.3625,0.6698310320713285,0.05540949227666429,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.365,0.6744505564304412,0.055791626706158476,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.3675,0.6790700807895538,0.05617376113565272,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.37,0.6836896051486664,0.05655589556514694,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.3725,0.688309129507779,0.05693802999464121,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.375,0.6929286538668915,0.057320164424135414,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.3775,0.6975481782260042,0.05770229885362968,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.38,0.7021677025851168,0.05808443328312393,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.3825,0.7067872269442295,0.05846656771261815,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.385,0.7114067513033421,0.058848702142112415,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.3875,0.7160262756624547,0.05923083657160661,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.39,0.7206458000215673,0.05961297100110088,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.3925,0.7252653243806799,0.059995105430595094,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.395,0.7298848487397925,0.06037723986008935,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.3975,0.7345043730989052,0.06075937428958357,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.4,0.7391238974580178,0.061141508719077815,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.4025,0.7437434218171303,0.06152364314857208,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.405,0.748362946176243,0.0619057775780663,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.40750000000000003,0.7529824705353556,0.06228791200756052,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.41000000000000003,0.7576019948944681,0.06267004643705475,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.41250000000000003,0.7622215192535808,0.063052180866549,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.41500000000000004,0.7668410436126935,0.06343431529604321,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.4175,0.771460567971806,0.06381644972553747,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.42,0.7760800923309186,0.06419858415503167,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.4225,0.7806996166900312,0.06458071858452594,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.425,0.7853191410491437,0.06496285301402016,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.4275,0.7896689176657918,0.06480945143767258,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.43,0.7933369142740135,0.06331219617692216,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.4325,0.797004910882235,0.061830888374348865,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.435,0.8006729074904566,0.06036670202106775,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.4375,0.8043409040986782,0.058920913536389286,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.44,0.8080089007068997,0.05749491085607507,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.4425,0.8116768973151214,0.056090203066635945,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.445,0.815344893923343,0.05470843051201497,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.4475,0.8190128905315645,0.053351375253526206,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.45,0.8226808871397859,0.05202097170488311,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.4525,0.8263488837480075,0.050719317189025795,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.455,0.830016880356229,0.04944868206984741,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.4575,0.8336848769644506,0.04821151899797154,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.46,0.8373528735726721,0.04701047067475257,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.4625,0.8410208701808937,0.0458483753840292,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.465,0.8446888667891154,0.04472826937151735,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.4675,0.848356863397337,0.043653384976542906,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.47000000000000003,0.8520248600055584,0.042627143256059076,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.47250000000000003,0.8555162663801014,0.04151303717660814,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.47500000000000003,0.8583627345099053,0.03993863196745333,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.47750000000000004,0.8612092026397091,0.03841808359685463,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.48,0.8634965331186747,0.03691326354593748,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.4825,0.8655693668264135,0.035449079815382034,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.485,0.8676422005341522,0.03404843435625614,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.4875,0.869715034241891,0.032719487964769665,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.49,0.8717878679496298,0.031471324907772734,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.4925,0.8738607016573685,0.03031392548704232,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.495,0.8759335353651073,0.029258063053229928,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.4975,0.8773188590567221,0.027846180765089285,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.5,0.8786006866168774,0.026387916734571235,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.5025000000000001,0.879882514177033,0.024950313161320428,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.505,0.8811643417371882,0.02353715605110177,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.5075000000000001,0.8824461692973437,0.022153124248478602,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.51,0.8837279968574988,0.020804031432196245,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.5125,0.8850098244176543,0.01949713170093864,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.515,0.8862916519778097,0.01824149599578775,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.5175,0.887573479537965,0.017048455021895583,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.52,0.8888553070981203,0.01593207682543341,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.5225,0.8901371346582756,0.014909592086240608,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.525,0.891418962218431,0.01400158602635159,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.5275,0.8927007897785864,0.013231647561706755,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.53,0.8939826173387416,0.012625062138848116,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.5325,0.895264444898897,0.012206207506469516,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.535,0.8965462724590523,0.01199476636874884,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.5375,0.8978281000192077,0.012001706114524073,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.54,0.899109927579363,0.012226654896029457,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.5425,0.9003917551395183,0.012657995145458706,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.545,0.9016735826996737,0.01327562439687765,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.5475,0.902955410259829,0.01405500537246958,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.55,0.9042372378199843,0.014970897093427138,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.5525,0.9055190653801397,0.015999873574890536,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.555,0.906800892940295,0.017121558337710913,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.5575,0.9080827205004504,0.018318929452330275,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.56,0.9093645480606056,0.01957810520749978,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.5625,0.9101079466367932,0.019885313618975674,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.5650000000000001,0.9106216155131543,0.019771683255438655,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.5675,0.9111352843895155,0.019658052891901655,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.5700000000000001,0.9116489532658767,0.01954442252836465,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.5725,0.9121626221422379,0.01943079216482763,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.5750000000000001,0.912676291018599,0.019317161801290672,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.5775,0.9131899598949603,0.019203531437753666,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.58,0.9137036287713215,0.019089901074216643,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.5825,0.9142172976476826,0.018976270710679644,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.585,0.9147309665240438,0.018862640347142648,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.5875,0.915244635400405,0.018749009983605618,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.59,0.9157583042767662,0.018635379620068622,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.5925,0.9162719731531273,0.018521749256531616,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.595,0.9167856420294885,0.018408118892994593,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.5975,0.9172993109058496,0.018294488529457597,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.6,0.9178129797822109,0.018180858165920598,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.6025,0.918326648658572,0.018067227802383613,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.605,0.9188403175349332,0.017953597438846614,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.6075,0.9193539864112944,0.017839967075309614,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.61,0.9198676552876558,0.017726336711772588,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.6125,0.9203813241640167,0.01761270634823559,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.615,0.9208949930403779,0.01749907598469859,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.6175,0.9214086619167393,0.01738544562116156,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.62,0.9219223307931003,0.017271815257624563,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.6225,0.9224359996694617,0.017158184894087606,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.625,0.9229496685458226,0.017044554530550586,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.6275000000000001,0.923463337422184,0.01693092416701358,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.63,0.923977006298545,0.016817293803476577,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.6325000000000001,0.9244906751749064,0.016703663439939547,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.635,0.9250043440512675,0.01659003307640256,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.6375000000000001,0.9255180129276287,0.016476402712865556,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.64,0.9260316818039899,0.016362772349328526,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.6425,0.926545350680351,0.016249141985791533,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.645,0.9270590195567122,0.016135511622254572,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.6475,0.9275726884330734,0.016021881258717553,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.65,0.9280863573094346,0.015908250895180553,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.6525,0.9286000261857957,0.01579462053164355,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.655,0.929113695062157,0.015680990168106517,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.6575,0.9296273639385181,0.015567359804569527,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.66,0.9301410328148793,0.015453729441032522,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.6625,0.9306547016912404,0.0153400990774955,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.665,0.9311683705676016,0.015226468713958503,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.6675,0.9316820394439628,0.015112838350421503,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.67,0.9321957083203241,0.014999207986884505,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.6725,0.9327093771966851,0.014885577623347518,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.675,0.9332230460730464,0.01477194725981052,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.6775,0.9337367149494075,0.014658316896273482,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.68,0.9342503838257686,0.014544686532736493,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.6825,0.9347640527021298,0.014431056169199484,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.685,0.9352777215784911,0.014317425805662457,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.6875,0.9357913904548522,0.014203795442125458,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.6900000000000001,0.9363050593312134,0.014090165078588478,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.6925,0.9368187282075746,0.013976534715051468,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.6950000000000001,0.9373323970839358,0.013862904351514485,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.6975,0.937846065960297,0.013749273987977477,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.7000000000000001,0.9383597348366581,0.013635643624440454,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.7025,0.9388734037130193,0.01352201326090345,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.705,0.9393870725893805,0.01340838289736645,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.7075,0.9399007414657417,0.013294752533829418,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.71,0.9404144103421028,0.013181122170292431,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.7125,0.940928079218464,0.013067491806755425,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.715,0.9414417480948254,0.012953861443218435,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.7175,0.9419554169711863,0.012840231079681448,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.72,0.9424690858475475,0.012726600716144443,0.7034996913895247,0.017363503690118284,5
