dataset,defense_key,defense_label,defense_short,family,rmia_auc,amia_row_max_auc,accuracy,tradeoff_score,n_models
dropout_success,label_kanon_k5+attn_drop_p50,label k-anon k5 + attn drop p50,label k-anon k5 + attn drop p50,Label k-anon + dropout,0.5216837870115734,0.529987626626787,0.6748040988547317,0.25285036302615893,4
dropout_success,label_kanon_k5_a30,label k-anon k5 a30,label k-anon k5 a30,Label k-anon,0.6268077278446496,0.7300349691764758,0.75165,0.1771106224800447,4
dropout_success,label_kanon_k5_a30+attn_drop_p10,label k-anon k5 a30 + attn drop p10,label k-anon k5 a30 + attn drop...,Label k-anon + dropout,0.5938094620425749,0.6520339856286476,0.7393007836045811,0.22026103075957718,4
dropout_success,label_kanon_k5_a30+attn_drop_p30,label k-anon k5 a30 + attn drop p30,label k-anon k5 a30 + attn drop...,Label k-anon + dropout,0.5713267467965661,0.6307109448490179,0.722875226039783,0.22573835120759833,4
dropout_success,label_kanon_k5_a30+attn_drop_p50,label k-anon k5 a30 + attn drop p50,label k-anon k5 a30 + attn drop...,Label k-anon + dropout,0.5625443041608034,0.6214447216690446,0.6937914406268837,0.20567889870256703,4
dropout_success,label_kanon_k5_a50,label k-anon k5 a50,label k-anon k5 a50,Label k-anon,0.6690053177709688,0.8049670436993897,0.75875,0.12564579025542813,4
dropout_success,label_kanon_k5_a50+attn_drop_p10,label k-anon k5 a50 + attn drop p10,label k-anon k5 a50 + attn drop...,Label k-anon + dropout,0.6319344754405528,0.70997460833396,0.7480409885473176,0.18096841765066857,4
dropout_success,label_kanon_k5_a50+attn_drop_p30,label k-anon k5 a50 + attn drop p30,label k-anon k5 a50 + attn drop...,Label k-anon + dropout,0.6111670647001524,0.6933512148650519,0.7393007836045811,0.19092361481258632,4
dropout_success,label_kanon_k5_a50+attn_drop_p50,label k-anon k5 a50 + attn drop p50,label k-anon k5 a50 + attn drop...,Label k-anon + dropout,0.5947757514585175,0.6795908103133365,0.7191078963230861,0.1858065864277666,4
dropout_success,no_defense,No defense,No defense,No defense,0.8267143689179993,0.9422310076623717,0.7805907172995781,0.0,4
locations,attn_drop_p10,attn drop p10,attn drop p10,Attention dropout,0.7970120673985839,0.8472706197967546,0.798275,0.08389338735231648,4
locations,attn_drop_p30,attn drop p30,attn drop p30,Attention dropout,0.7561615782388305,0.8312046500551611,0.740675,0.05475161680298986,4
locations,attn_drop_p50,attn drop p50,attn drop p50,Attention dropout,0.7011906410835873,0.8016260370040971,0.54985,-0.0937986080938565,4
locations,attn_drop_p70,attn drop p70,attn drop p70,Attention dropout,0.6565241347971675,0.7370754175961431,0.47935,-0.10969004524666967,4
locations,attn_drop_p90,attn drop p90,attn drop p90,Attention dropout,0.6174305383430291,0.6774813983213535,0.44079999999999997,-0.0988962373822056,4
locations,highrisk_label_kanon_k10,high-risk label k-anon k10,high-risk label k-anon k10,High-risk label k-anon,0.23600773470191141,0.1661168783199926,0.7075573208722742,0.6142547453113079,4
locations,highrisk_label_kanon_k10_a30,high-risk label k-anon k10 a30,high-risk label k-anon k10 a30,High-risk label k-anon,0.43258106492483994,0.21735775973094995,0.767518769470405,0.5503090880924957,4
locations,highrisk_label_kanon_k10_a50,high-risk label k-anon k10 a50,high-risk label k-anon k10 a50,High-risk label k-anon,0.6838674481558702,0.5818719898328644,0.7971225856697819,0.27201259762540037,4
locations,highrisk_label_kanon_k3,high-risk label k-anon k3,high-risk label k-anon k3,High-risk label k-anon,0.4436731207566059,0.2432385145873124,0.7904937694704051,0.5547976827484316,4
locations,highrisk_label_kanon_k3_a30,high-risk label k-anon k3 a30,high-risk label k-anon k3 a30,High-risk label k-anon,0.7349394443067443,0.598911479823679,0.804147585669782,0.244981854554556,4
locations,highrisk_label_kanon_k3_a50,high-risk label k-anon k3 a50,high-risk label k-anon k3 a50,High-risk label k-anon,0.8074343534489044,0.7254241571532021,0.807243769470405,0.14857424511933753,4
locations,highrisk_label_kanon_k5,high-risk label k-anon k5,high-risk label k-anon k5,High-risk label k-anon,0.30165550079947123,0.17135566263772042,0.764039953271028,0.6352941025024179,4
locations,highrisk_label_kanon_k5_a30,high-risk label k-anon k5 a30,high-risk label k-anon k5 a30,High-risk label k-anon,0.6057820116542979,0.4440072462711592,0.7940081775700935,0.37687327955735056,4
locations,highrisk_label_kanon_k5_a50,high-risk label k-anon k5 a50,high-risk label k-anon k5 a50,High-risk label k-anon,0.7628100684775054,0.6482265832689382,0.802572585669782,0.20481399074654577,4
locations,label_kanon_k10,label k-anon k10,label k-anon k10,Label k-anon,0.6072761602052867,0.6537821793245562,0.456775,-0.06599443881493579,4
locations,label_kanon_k10_a30,label k-anon k10 a30,label k-anon k10 a30,Label k-anon,0.7210528841714416,0.8771092432482346,0.6908,-0.0005213327598524303,4
locations,label_kanon_k10_a50,label k-anon k10 a50,label k-anon k10 a50,Label k-anon,0.8151329090546799,0.9269881075616857,0.7702249999999999,0.006924222641802855,4
locations,label_kanon_k3,label k-anon k3,label k-anon k3,Label k-anon,0.7190116810279888,0.8106018633268696,0.712625,0.05557795877255646,4
locations,label_kanon_k3_a30,label k-anon k3 a30,label k-anon k3 a30,Label k-anon,0.823349662958481,0.9319887515126773,0.77765,0.007740523714406519,4
locations,label_kanon_k3_a50,label k-anon k3 a50,label k-anon k3 a50,Label k-anon,0.8405920582617697,0.9497663551401868,0.79555,0.008130524249007356,4
locations,label_kanon_k5,label k-anon k5,label k-anon k5,Label k-anon,0.6579681645209734,0.7113015829044377,0.602,0.02512485723728014,4
locations,label_kanon_k5_a30,label k-anon k5 a30,label k-anon k5 a30,Label k-anon,0.792715820782364,0.8986910177341673,0.75,0.012056311691720015,4
locations,label_kanon_k5_a50,label k-anon k5 a50,label k-anon k5 a50,Label k-anon,0.8330933704637905,0.9357716598383561,0.78625,0.009577215798912367,4
locations,no_defense,No defense,No defense,No defense,0.8653249401004077,0.9716898489023673,0.8107476635514018,0.0,4
url,attn_drop_p10,attn drop p10,attn drop p10,Attention dropout,0.7006160615501663,0.7947473396002873,0.9627274848343443,0.08086671185678922,4
url,attn_drop_p30,attn drop p30,attn drop p30,Attention dropout,0.6631151959989103,0.7511369342370487,0.9577111525898273,0.11640601506951943,4
url,attn_drop_p50,attn drop p50,attn drop p50,Attention dropout,0.6381716623309261,0.7389077837336898,0.9439454036397573,0.12122660820512102,4
url,attn_drop_p70,attn drop p70,attn drop p70,Attention dropout,0.6236731140073629,0.7145277906189051,0.9294797013532432,0.1262001766377808,4
url,attn_drop_p90,attn drop p90,attn drop p90,Attention dropout,0.5849145997593006,0.6776366487684458,0.8470018665422305,0.08154716987602903,4
url,highrisk_label_kanon_k10,high-risk label k-anon k10,high-risk label k-anon k10,High-risk label k-anon,0.4974612401792594,0.49979745284052146,0.928469108726085,0.22500835717500628,2
url,highrisk_label_kanon_k10_a30,high-risk label k-anon k10 a30,high-risk label k-anon k10 a30,High-risk label k-anon,0.516684317016912,0.5425494246098324,0.9451703219785348,0.21072204612397438,2
url,highrisk_label_kanon_k10_a50,high-risk label k-anon k10 a50,high-risk label k-anon k10 a50,High-risk label k-anon,0.5480493495953902,0.6081754800107741,0.9519365375641624,0.16899271771989194,2
url,highrisk_label_kanon_k3,high-risk label k-anon k3,high-risk label k-anon k3,High-risk label k-anon,0.5133895879954247,0.5220557566344232,0.9458518198786748,0.22329774252256263,2
url,highrisk_label_kanon_k3_a30,high-risk label k-anon k3 a30,high-risk label k-anon k3 a30,High-risk label k-anon,0.5494335919680327,0.5806577411093732,0.9533348810079327,0.18345780942804152,2
url,highrisk_label_kanon_k3_a50,high-risk label k-anon k3 a50,high-risk label k-anon k3 a50,High-risk label k-anon,0.5835377404299972,0.674532926223024,0.9605846476901541,0.12671790932245514,2
url,highrisk_label_kanon_k5,high-risk label k-anon k5,high-risk label k-anon k5,High-risk label k-anon,0.5023961480029501,0.5018386023448491,0.9393354176388241,0.23238663742373622,2
url,highrisk_label_kanon_k5_a30,high-risk label k-anon k5 a30,high-risk label k-anon k5 a30,High-risk label k-anon,0.5275442498109396,0.5472182842966793,0.948335044330378,0.20612237223538024,2
url,highrisk_label_kanon_k5_a50,high-risk label k-anon k5 a50,high-risk label k-anon k5 a50,High-risk label k-anon,0.563664261704376,0.624697710306636,0.9557848110125993,0.15677241996590494,2
url,label_kanon_k10,label k-anon k10,label k-anon k10,Label k-anon,0.5201075994529281,0.521356007437426,0.9203803079794681,0.2654694321319627,4
url,label_kanon_k10_a30,label k-anon k10 a30,label k-anon k10 a30,Label k-anon,0.5674727008400093,0.6584185869565453,0.9445286980867942,0.19740398178618854,4
url,label_kanon_k10_a50,label k-anon k10 a50,label k-anon k10 a50,Label k-anon,0.6505182474535918,0.7607914372048552,0.9550279981334578,0.11519408340190597,4
url,label_kanon_k3,label k-anon k3,label k-anon k3,Label k-anon,0.5509369497080969,0.5859521725227651,0.9444703686420906,0.24184673512433127,4
url,label_kanon_k3_a30,label k-anon k3 a30,label k-anon k3 a30,Label k-anon,0.6317011291252227,0.7135169124904817,0.9556112925804947,0.14882319937031419,4
url,label_kanon_k3_a50,label k-anon k3 a50,label k-anon k3 a50,Label k-anon,0.7058250061677331,0.7977240057537928,0.9616192253849744,0.07566564702188308,4
url,label_kanon_k5,label k-anon k5,label k-anon k5,Label k-anon,0.5291359795176822,0.5356498651373156,0.9354293047130192,0.26885730998319196,4
url,label_kanon_k5_a30,label k-anon k5 a30,label k-anon k5 a30,Label k-anon,0.5958307049245403,0.6788370295456738,0.9496616892207186,0.1781487495832833,4
url,label_kanon_k5_a50,label k-anon k5 a50,label k-anon k5 a50,Label k-anon,0.6777138066748264,0.7717185659002419,0.9579444703686422,0.09904921167877963,4
url,no_defense,No defense,No defense,No defense,0.8017899191694888,0.870239243538687,0.9701936537564162,0.0,4
us_stocks_financial,attn_drop_p10,attn drop p10,attn drop p10,Attention dropout,0.6154139335967698,0.7803757378966154,0.9602307225258044,0.05421911156381169,4
us_stocks_financial,attn_drop_p30,attn drop p30,attn drop p30,Attention dropout,0.6061738440740998,0.7539613154715626,0.9506678809957498,0.062483526007618445,4
us_stocks_financial,attn_drop_p50,attn drop p50,attn drop p50,Attention dropout,0.5910309502770211,0.7282283403173845,0.9233454766241651,0.055599056111662215,4
us_stocks_financial,attn_drop_p70,attn drop p70,attn drop p70,Attention dropout,0.5647961519702986,0.6858748348914274,0.8532179720704312,0.019765703424267936,4
us_stocks_financial,attn_drop_p90,attn drop p90,attn drop p90,Attention dropout,0.5132813556985176,0.6205196731264992,0.8228597449908925,0.04784245536308393,4
us_stocks_financial,highrisk_label_kanon_k10,high-risk label k-anon k10,high-risk label k-anon k10,High-risk label k-anon,0.41232928335783003,0.3104401058169459,0.9389799635701275,0.36947849376743935,4
us_stocks_financial,highrisk_label_kanon_k10_a30,high-risk label k-anon k10 a30,high-risk label k-anon k10 a30,High-risk label k-anon,0.4731273010596072,0.3947998034364702,0.9652398299939283,0.32315950253058945,4
us_stocks_financial,highrisk_label_kanon_k10_a50,high-risk label k-anon k10 a50,high-risk label k-anon k10 a50,High-risk label k-anon,0.5379602718268648,0.5083058413505227,0.9734365513054037,0.24218671950140983,4
us_stocks_financial,highrisk_label_kanon_k3,high-risk label k-anon k3,high-risk label k-anon k3,High-risk label k-anon,0.4626372156842361,0.35485845914394587,0.9631147540983607,0.3462501414689695,4
us_stocks_financial,highrisk_label_kanon_k3_a30,high-risk label k-anon k3 a30,high-risk label k-anon k3 a30,High-risk label k-anon,0.537509690854819,0.49175116096717214,0.9732847601700061,0.25053755904371033,4
us_stocks_financial,highrisk_label_kanon_k3_a50,high-risk label k-anon k3 a50,high-risk label k-anon k3 a50,High-risk label k-anon,0.5836764531858443,0.5633653338907303,0.9761687917425622,0.19453112298897482,4
us_stocks_financial,highrisk_label_kanon_k5,high-risk label k-anon k5,high-risk label k-anon k5,High-risk label k-anon,0.4318049984350859,0.3159145862894357,0.952034001214329,0.3700574336367681,4
us_stocks_financial,highrisk_label_kanon_k5_a30,high-risk label k-anon k5 a30,high-risk label k-anon k5 a30,High-risk label k-anon,0.506725121460557,0.43000626887251353,0.9717722222222223,0.2952897518403868,4
us_stocks_financial,highrisk_label_kanon_k5_a50,high-risk label k-anon k5 a50,high-risk label k-anon k5 a50,High-risk label k-anon,0.5591268866983778,0.5233755583646592,0.9748098360655737,0.22544183831875506,4
us_stocks_financial,label_kanon_k10,label k-anon k10,label k-anon k10,Label k-anon,0.5063521871379177,0.5329486298983747,0.9192471159684275,0.1914799322349811,4
us_stocks_financial,label_kanon_k10_a30,label k-anon k10 a30,label k-anon k10 a30,Label k-anon,0.557185351814434,0.6552464343368322,0.9596235579842136,0.14529088969328047,4
us_stocks_financial,label_kanon_k10_a50,label k-anon k10 a50,label k-anon k10 a50,Label k-anon,0.6122602354412302,0.7192592998106251,0.9696417729204615,0.09576523007923364,4
us_stocks_financial,label_kanon_k3,label k-anon k3,label k-anon k3,Label k-anon,0.5563636797636519,0.569030221458382,0.9526411657559198,0.18182743992960276,4
us_stocks_financial,label_kanon_k3_a30,label k-anon k3 a30,label k-anon k3 a30,Label k-anon,0.6172410951965432,0.6692449962379392,0.9691863995142683,0.11782657858172692,4
us_stocks_financial,label_kanon_k3_a50,label k-anon k3 a50,label k-anon k3 a50,Label k-anon,0.6299751456992143,0.7232099244675514,0.9729811778992106,0.08827186760052765,4
us_stocks_financial,label_kanon_k5,label k-anon k5,label k-anon k5,Label k-anon,0.5199464795700375,0.5446667765240032,0.9427747419550698,0.20235133869274927,4
us_stocks_financial,label_kanon_k5_a30,label k-anon k5 a30,label k-anon k5 a30,Label k-anon,0.5854093789410859,0.6561080126181105,0.9678202792956891,0.13894480830079078,4
us_stocks_financial,label_kanon_k5_a50,label k-anon k5 a50,label k-anon k5 a50,Label k-anon,0.6253404010677543,0.7158148760105124,0.9725258044930176,0.0938313907385841,4
us_stocks_financial,no_defense,No defense,No defense,No defense,0.7325249879359687,0.8145080068671895,0.9816332726168792,0.0,4
